158023,5,RF,10.0
190460,32,CAM,10.0
195864,44,RDM,6.0
198219,53,LW,10.0
201024,"","",""
203376,62,LCB,4.0
231747,44,RM,10.0
153079,5,SUB,11.0
167495,45,GK,1.0
179813,97,LS,21.0
189511,87,CDM,5.0
192119,10,GK,1.0
192448,45,SUB,22.0
194765,44,CAM,7.0
209331,35,RM,10.0
211110,5,LF,21.0
232363,"","",""
135507,"","",""
167664,"","",""
168651,"","",""
172871,10,LCB,5.0
175943,10,RF,14.0
176676,"","",""
184087,10,RCB,2.0
189332,87,LB,18.0
189509,87,SUB,19.0
192387,53,ST,17.0
193041,"","",""
197781,87,LW,22.0
198710,27,LAM,10.0
200145,"","",""
201399,5,ST,9.0
206585,87,SUB,13.0
208670,"","",""
209499,"","",""
211300,"","",""
212188,45,RW,9.0
212190,45,CB,15.0
212198,88,LCM,8.0
212462,"","",""
216460,97,LCB,2.0
216594,"","",""
220793,27,RCB,23.0
220834,87,RW,10.0
231443,44,SUB,11.0
41,"","",""
41236,"","",""
205498,53,CM,8.0
205678,"","",""
206113,45,ST,6.0
207410,"","",""
207566,73,CDM,14.0
207863,"","",""
208418,31,LM,10.0
208618,"","",""
208808,62,RM,9.0
209658,45,SUB,14.0
210008,"","",""
210413,"","",""
210514,73,RB,2.0
212523,"","",""
213345,"","",""
213565,44,SUB,8.0
213331,45,SUB,20.0
216409,"","",""
220440,"","",""
221087,87,SUB,23.0
221992,57,LS,22.0
222737,"","",""
223959,97,LCM,14.0
224411,73,SUB,17.0
226226,5,RCM,20.0
226271,"","",""
228702,62,LDM,7.0
230168,12,GK,1.0
230225,12,RCB,3.0
230258,12,RCM,13.0
230658,"","",""
231866,87,SUB,16.0
183498,"","",""
183574,"","",""
183711,36,RCM,8.0
184144,"","",""
184200,8,LS,7.0
184431,2,SUB,9.0
184484,50,CAM,10.0
184942,"","",""
185122,49,GK,1.0
185221,"","",""
186345,36,SUB,12.0
186561,101,CAM,10.0
186627,"","",""
187754,"","",""
188803,"","",""
189125,"","",""
201455,"","",""
202562,"","",""
202685,"","",""
203890,"","",""
204024,"","",""
204884,"","",""
204923,8,LM,9.0
205362,"","",""
206467,"","",""
207862,45,RWB,4.0
208093,"","",""
208135,"","",""
209889,"","",""
210243,"","",""
210617,"","",""
212194,45,SUB,10.0
226110,"","",""
225953,62,SUB,22.0
226753,15,GK,1.0
228229,"","",""
228941,73,SUB,23.0
230142,"","",""
230234,12,CDM,6.0
230347,12,LB,5.0
231943,"","",""
234035,"","",""
234153,"","",""
234906,"","",""
235569,44,SUB,17.0
239207,97,SUB,18.0
45186,"","",""
112316,"","",""
197061,"","",""
197853,30,RB,17.0
198118,"","",""
198784,"","",""
199005,7,GK,1.0
199069,40,SUB,9.0
199110,27,SUB,13.0
199206,"","",""
199416,"","",""
200315,"","",""
201119,"","",""
201143,"","",""
201325,79,GK,12.0
201377,27,LCB,22.0
202335,36,CDM,4.0
203042,36,SUB,13.0
49031,"","",""
54050,"","",""
110677,"","",""
142707,"","",""
142754,"","",""
144622,"","",""
146748,"","",""
146760,"","",""
147782,"","",""
148119,80,GK,1.0
153244,"","",""
156713,"","",""
157960,"","",""
158625,"","",""
159147,"","",""
161956,"","",""
208330,10,SUB,23.0
208334,45,LWB,3.0
208498,"","",""
208777,"","",""
209981,"","",""
210324,"","",""
210411,"","",""
210455,"","",""
212501,10,SUB,20.0
213160,80,LDM,8.0
213516,"","",""
213874,"","",""
213991,27,SUB,2.0
214947,"","",""
215057,"","",""
215061,"","",""
190243,"","",""
190456,"","",""
190544,"","",""
191076,50,RM,7.0
192598,"","",""
192678,"","",""
192679,"","",""
193152,"","",""
193469,"","",""
193532,18,RCB,17.0
193738,"","",""
194229,"","",""
194761,"","",""
194845,"","",""
194957,"","",""
195586,50,ST,11.0
238794,"","",""
241184,"","",""
80,"","",""
49369,"","",""
121944,"","",""
124375,"","",""
150418,"","",""
152908,36,SUB,18.0
157301,62,LM,11.0
158121,"","",""
158232,"","",""
159065,"","",""
161648,"","",""
163155,"","",""
163264,"","",""
164029,"","",""
164468,"","",""
213655,"","",""
213666,"","",""
213732,"","",""
214026,"","",""
214394,"","",""
214766,"","",""
215223,"","",""
215466,"","",""
215716,"","",""
216065,"","",""
216189,"","",""
216373,"","",""
216393,10,SUB,17.0
216435,"","",""
216497,"","",""
216643,"","",""
199915,"","",""
200607,"","",""
200641,"","",""
200677,"","",""
201046,"","",""
201510,"","",""
201922,8,LCB,4.0
202429,"","",""
202642,"","",""
202750,"","",""
202789,"","",""
202851,"","",""
202935,"","",""
203106,"","",""
203299,2,RM,19.0
203362,67,SUB,13.0
183497,"","",""
